#,What was the purpose of your trip when you used handy?,rate,Unlimited data/internet browsing,Speed of internet connection,Unlimited international calls,Unlimited local calls,Direct dial to hotel reception,Newsfeed,LUXOS City Guide,Discounted deals/tickets,Battery life,Is there any feature you would like handy to add or improve?,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,Other,Are you a planner or a spontaneous traveler?,Would you likely pick a hotel that has handy in the future?,Would you likely recommend handy to a friend of colleague?,survey,Start Date (UTC),Submit Date (UTC),Network ID
657af07bb07632a5ed60125832bae72b,Leisure,5,5,4,5,5,5,4,5,5,3,If whats app can be added, it will be great,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,522fc8b3-559a-11e7-b4a3-c05627b0f912,2017-06-21 03:16:20,2017-06-21 03:18:53,4164686162
0df323b5cb2e6f6479a497d5dd37749f,Leisure,4,5,4,5,5,5,3,5,2,4,,Adventure Junky,,Fashionista,,Foodie,,Night Owl,,I like to plan everything before the trip,1,10,81480882-559a-11e7-bd37-c05627b0f912,2017-06-21 03:17:19,2017-06-21 03:18:54,d9d7def8a5
7e51a760c47aa60444c74d6c909b8001,Leisure,5,5,5,5,5,5,5,5,5,5,,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I just go with the flow,1,10,78c71ee3-559a-11e7-8366-c05627b0f912,2017-06-21 03:17:51,2017-06-21 03:18:57,dd07d6b3be
028f5cedd955e524cf5d471f466214ae,Leisure,5,5,5,5,5,5,5,5,5,5,All good,,,,,Foodie,,,,I like to plan everything before the trip,1,10,76d75894-559a-11e7-82c4-c05627b0f912,2017-06-21 03:17:35,2017-06-21 03:18:59,11cd377ffd
5f51bd670466b26ec060153b04185b12,Business,4,4,4,3,4,4,4,4,4,4,WhatsApp ,,Culture Lover,,,,,,,I like to plan everything before the trip,1,10,8697d285-559a-11e7-aa88-c05627b0f912,2017-06-21 03:16:44,2017-06-21 03:19:03,eb3400cf04
8a228ca55db991d775ddf38f3b7e9a3b,Leisure,1,1,1,1,1,1,1,1,1,1,Ease of use,,,,,Foodie,,,,I like to plan everything before the trip,0,1,4d13408f-559a-11e7-a2ca-c05627b0f912,2017-06-21 03:18:19,2017-06-21 03:19:04,425fcb49a1
607aae055ac211041cfc794230bb57ab,Leisure,5,5,5,5,5,5,5,5,5,5,no,,Culture Lover,,,,,,,I would like to ask for suggestions,1,10,69afbea3-559a-11e7-b3a0-c05627b0f912,2017-06-21 03:17:01,2017-06-21 03:19:06,981dc8ebd6
ed5833276a337db64a09190e24e23e58,Leisure,5,5,5,1,1,5,1,5,1,5,No. Was great for finding places on maps. Thankyou.,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,5fc46161-559a-11e7-8e98-c05627b0f912,2017-06-21 03:17:05,2017-06-21 03:19:17,21ecf99709
f8a63f6349a08145d47c135f6122c400,Leisure,5,5,5,2,3,3,3,3,2,5,Google maps,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,76c5d18a-559a-11e7-8e1c-c05627b0f912,2017-06-21 03:17:28,2017-06-21 03:19:17,275e47ed77
8c4d22e973785c6f42cf58197bbfa293,Leisure,4,1,2,1,5,5,3,3,1,4,,Adventure Junky,Culture Lover,Fashionista,Pampering Seeker,Foodie,Local Explorer,Night Owl,Shopaholic,I just go with the flow,1,10,6630cc9e-559a-11e7-9bfa-c05627b0f912,2017-06-21 03:17:19,2017-06-21 03:19:20,7eee72fc84
fe7b30b4a4393327cd4265d60a330a4b,Leisure,5,5,5,5,5,5,5,5,5,5,thank you - it was fantastic to have this service,,,,,,Local Explorer,,,I like to plan everything before the trip,1,10,4b0031d1-559a-11e7-a148-c05627b0f912,2017-06-21 03:17:35,2017-06-21 03:19:22,32f0b38b57
3e02f69e22130b1e997c08ea8851ec78,Business,4,5,4,5,5,5,3,4,3,5,Include messaging apps like fb messenger, wechat, skype to be included in the pre downloaded apps we can easily install.,Adventure Junky,Culture Lover,,,,Local Explorer,,,I like to plan everything before the trip,1,7,7745b2a8-559a-11e7-8ae1-c05627b0f912,2017-06-21 03:17:24,2017-06-21 03:19:23,970030ef97
6e8764f581bf305dc05823561a8d5791,Business,5,5,5,5,5,5,5,5,3,5,,,,Fashionista,Pampering Seeker,Foodie,Local Explorer,,,I would like to ask for suggestions,1,10,4694ae7a-559a-11e7-b2a4-c05627b0f912,2017-06-21 03:12:59,2017-06-21 03:19:25,2407:7000:
56fcbab66a10baefdd3c1c1d7c122fb6,Leisure,5,5,4,5,5,5,5,5,5,5,,,,Fashionista,,,,,,I like to plan everything before the trip,1,10,5995c782-559a-11e7-afb1-c05627b0f912,2017-06-21 03:17:37,2017-06-21 03:19:32,ea9e491ca3
47d2d8aa620f0abe3a2c4ed0c8f8bb9b,Business,4,5,4,4,5,3,3,4,4,5,,,Culture Lover,,,,Local Explorer,,,I just go with the flow,1,9,72717d3d-559a-11e7-9f2c-c05627b0f912,2017-06-21 03:18:23,2017-06-21 03:19:32,3cf4dd97f5
8c423b7ceaafeb5c773e411011730918,Leisure,4,3,5,5,5,5,3,5,1,3,none,,,,,Foodie,,,,I just go with the flow,1,9,51922897-559a-11e7-bad3-c05627b0f912,2017-06-21 03:17:02,2017-06-21 03:19:33,658d820af8
f5f6238fd25025a4cf494362c2298501,Leisure,1,1,1,1,1,1,1,1,1,1,Ha! Ha!  Everything,,,,,,,,N/A,I like to plan everything before the trip,0,1,708c6ccc-559a-11e7-b937-c05627b0f912,2017-06-21 03:17:10,2017-06-21 03:19:35,201ef0a7e3
05572327cea6fdfee7caa3a0c962d1bb,Leisure,4,4,3,5,3,3,5,3,4,4,,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,7d7d81ee-559a-11e7-bf4a-c05627b0f912,2017-06-21 03:16:59,2017-06-21 03:19:36,8f923e9354
357ed0b0ee873a1782bc49dde1e53efc,Business,5,5,5,5,5,5,5,5,5,5,This is the most innovative hotel amenity that I've ever experienced.,,,,,,,,Business,I like to plan everything before the trip,1,10,56ded26b-559a-11e7-9242-c05627b0f912,2017-06-21 03:16:02,2017-06-21 03:19:44,c229abf030
21ac39a68830fa4f283f0a1879612692,Leisure,4,4,4,5,4,5,4,5,5,4,Satisfied ,Adventure Junky,,,,,,,,I like to plan everything before the trip,1,10,7e1a1505-559a-11e7-84e7-c05627b0f912,2017-06-21 03:17:44,2017-06-21 03:19:57,25caaeef64
602ba6c90b2e7fa4a12875b004aa85a8,Business,4,4,4,4,4,4,3,3,4,4,Features are more than enough ,,,,,,,,Crew,I just go with the flow,1,7,544e00e6-559a-11e7-838d-c05627b0f912,2017-06-21 03:16:58,2017-06-21 03:20:00,e1e5ab1a35
4ad1f90b69a4231ce1f0fedf83550d8b,Leisure,4,4,3,4,4,5,5,4,4,4,,,,,,,Local Explorer,,,I just go with the flow,1,8,4d167fba-559a-11e7-91d5-c05627b0f912,2017-06-21 03:18:22,2017-06-21 03:20:02,82ee90af4e
58bf32e8f0211d4a058e710cecfcaeab,Leisure,4,4,4,4,4,4,4,5,4,4,,,Culture Lover,Fashionista,Pampering Seeker,Foodie,,Night Owl,,I like to plan everything before the trip,1,8,846e98b5-559a-11e7-a818-c05627b0f912,2017-06-21 03:18:08,2017-06-21 03:20:07,1c20246a09
f6416ded57f30f4dc226629b9a1ae123,Leisure,5,5,4,5,5,5,3,4,3,5,,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,7c955a87-559a-11e7-bbee-c05627b0f912,2017-06-21 03:16:50,2017-06-21 03:20:18,35ef034545
3b6d3ffa3c773d6a31d813492a8d326e,Leisure,5,5,5,5,5,5,5,4,3,5,No it was great,,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,9,48c5d245-559a-11e7-9e45-c05627b0f912,2017-06-21 03:19:01,2017-06-21 03:20:21,10103a06be
f8e0a9305b44a27f81b11bd3125e976e,Leisure,5,5,5,5,5,5,5,5,5,5,,,,,,,Local Explorer,,,I just go with the flow,1,10,46fed50c-559a-11e7-960e-c05627b0f912,2017-06-21 03:18:26,2017-06-21 03:20:28,8719ae9bac
7edbd5a2315e63c8f5e105701a0b7d12,Leisure,1,1,3,4,4,4,4,1,1,4,Yes improve the contacts with the offers you have on the phone,,,,Pampering Seeker,,,,,I like to plan everything before the trip,1,6,7f171199-559a-11e7-87eb-c05627b0f912,2017-06-21 03:18:24,2017-06-21 03:20:38,2001:8003:
1e75452814a8a89d5fb1608166e49541,Leisure,4,5,5,1,5,1,1,5,1,5,Free International call to Canada,,,,,,Local Explorer,,,I like to plan everything before the trip,1,8,60db4f3a-559a-11e7-a7c1-c05627b0f912,2017-06-21 03:16:36,2017-06-21 03:20:44,99285aba5b
157b9757aa2692e1e4d32e9d1f10d792,Leisure,5,5,5,5,5,3,4,5,5,5,,Adventure Junky,Culture Lover,,,Foodie,Local Explorer,,,I like to plan everything before the trip,1,10,71da8621-559a-11e7-a172-c05627b0f912,2017-06-21 03:19:36,2017-06-21 03:20:49,804bb2af45
db66903d2464cfc1eca4cb7fa982aecf,Leisure,3,5,4,5,5,5,3,4,3,2,Improve battery life,,Culture Lover,,,Foodie,Local Explorer,,,I would like to ask for suggestions,1,8,78b70e17-559a-11e7-bd4a-c05627b0f912,2017-06-21 03:19:35,2017-06-21 03:20:52,2001:569:7
f704142abb7f06e03b0968ebc82367f6,Leisure,3,2,2,2,2,2,2,2,2,2,
,,,,,Foodie,,,,I just go with the flow,1,4,51682f70-559a-11e7-80f2-c05627b0f912,2017-06-21 03:19:23,2017-06-21 03:20:53,b1a4c147d7
daa986943f518204d198aa89a8197abe,Leisure,4,5,4,4,4,4,3,3,3,2,,,,,,,Local Explorer,,,I like to plan everything before the trip,1,8,7ce70bcf-559a-11e7-9f31-c05627b0f912,2017-06-21 03:19:58,2017-06-21 03:21:05,e316c41e66
b9c936a36531da2b6a55afb6821f99c2,Leisure,3,3,2,3,3,3,4,2,2,1,,,,,,,Local Explorer,,,I just go with the flow,1,5,64584bcc-559a-11e7-ab31-c05627b0f912,2017-06-21 03:19:44,2017-06-21 03:21:09,35861ad268
ed9d2025266cdab970678ba3f1bcf772,Leisure,4,5,5,1,5,5,1,3,1,2,tehering,Adventure Junky,,,,,,,,I just go with the flow,1,10,88d00e05-559a-11e7-a2b0-c05627b0f912,2017-06-21 03:19:22,2017-06-21 03:21:34,586dbf393f
275029067ed113799e2372e63ac7fffb,Leisure,4,5,5,2,5,4,3,5,4,4,,Adventure Junky,,,,Foodie,Local Explorer,Night Owl,,I would like to ask for suggestions,1,9,7962aca6-559a-11e7-85af-c05627b0f912,2017-06-21 03:20:00,2017-06-21 03:21:42,16561c207d
c3246d21b38ee40f336af412e20d6bff,Leisure,5,5,5,5,5,3,5,3,3,5,It would be nice if friends could call me .,,,,,,,,Sightseeing, park visitor and walk about the town visiting sights.,I like to plan everything before the trip,1,10,75ce494c-559a-11e7-81d0-c05627b0f912,2017-06-21 03:17:46,2017-06-21 03:21:43,b3a15d70f6
39287be1b5a997662925cff01c6fa9de,Leisure,4,4,4,4,4,4,4,4,4,4,good current features,,,,,Foodie,,,,I like to plan everything before the trip,1,7,8715bf1e-559a-11e7-b9de-c05627b0f912,2017-06-21 03:19:44,2017-06-21 03:21:56,df5a6523d6
e5c1d1df78ad090ea63f048eef7653ac,Business,5,5,4,4,5,5,5,5,5,5,All the features were very satisfied.,,,Fashionista,,,,,,I just go with the flow,1,9,89fbaf9c-559a-11e7-8886-c05627b0f912,2017-06-21 03:20:18,2017-06-21 03:22:04,155f74abc6
008434e4671fd3a913ee97d9dca09d75,Business,5,5,5,1,5,5,5,5,3,5,possible to include e-mail/contact (ex. gmail) to dial from phone book,,Culture Lover,,,,Local Explorer,,,I would like to ask for suggestions,1,10,504765e8-559a-11e7-a9fa-c05627b0f912,2017-06-21 03:15:14,2017-06-21 03:22:11,f41b65fd88
